source,target,uid
"5,6,10,1643,41,4,2","5,11,24,3504,253,4,2",3702
"17,9,56,21,350,4,2","23,110,101,64,36,1115,4,2",8082
"8,7,1712,4,2","12,52,3749,44,2376,89,334,2377,4,2",5305
"14,7,10,93,16,41,4,2","13,96,21,7,1099,4,2",5749
"11,9,1764,20,13,738,4,2","10,14,512,9,771,4,2",6877
"14,7,10,79,191,308,4,2","13,11,4450,7,4,2",9380
"5,6,26,5,504,8,257,32,4,2","5,6,72,9,8,82,650,300,4,2",10580
"5,6,650,4,2","5,6,2955,4,2",328
"17,9,388,13,156,4,2","23,342,19,156,4,2",7148
"11,9,942,42,173,4,2","10,14,1630,17,2561,347,4,2",7874
"8,7,18,113,4,2","8,15,56,1357,4,2",4670
"5,6,10,318,360,4,2","5,11,6,7,186,864,4,2",7044
"11,9,1095,4,2","10,14,1277,4,2",2274
"8,7,110,4,2","8,15,153,4,2",3296
"5,6,111,93,16,25,4,2","5,6,86,163,9,133,4,2",7087
"5,6,37,25,8,78,185,4,2","5,6,73,18,8,1772,4,2",7503
"5,6,13,132,4,2","5,6,210,4,2",909
"14,7,55,16,2175,4,2","13,910,30,9,2209,4,2",3263
"5,6,13,141,55,16,971,4,2","5,602,19,98,9,1315,4,2",8713
"5,6,40,50,12,1386,4,2","5,6,44,97,28,3928,4,2",6491
"11,9,186,16,51,2597,4,2","10,51,192,9,81,1875,4,2",9086
"8,7,15,527,4,2","27,55,24,780,4,2",3402
"11,9,1033,55,3069,20,51,3070,4,2","10,5185,36,5186,61,81,1855,4,2",12066
"17,9,298,67,188,1173,4,2","23,51,499,154,1402,9,193,4,2",6680
"8,7,10,288,31,4,2","8,43,7,24,1149,54,4,2",6818
"11,9,13,1114,404,4,2","27,19,439,2188,4,2",4127
"11,9,64,383,4,2","10,14,66,1069,4,2",2899
"8,7,920,4,2","8,15,3046,4,2",828
"11,9,10,65,49,4,2","10,42,7,57,73,4,2",5443
"5,6,36,631,22,7,10,5,43,2","5,6,94,236,2656,25,77,7,50,2",8938
"17,9,137,12,2022,15,2023,16,1012,4,2","23,967,9,2903,2904,36,1152,4,2",12036
"5,6,92,15,295,2773,57,432,4,2","5,6,33,18,24,180,1173,19,262,4,2",10619
"8,7,15,753,4,2","8,15,24,217,4,2",4644
"8,7,176,4,2","12,20,413,4,2",1203
"8,7,452,4,2","152,670,4,2",812
"8,7,10,15,358,4,2","12,63,7,22,935,4,2",5288
"5,6,1318,409,4,2","5,6,17,38,9,2229,9,625,4,2",3603
"5,6,539,12,450,29,24,605,74,442,4,2","5,289,401,120,41,605,4,2",11666
"8,7,937,4,2","12,63,7,3561,4,2",4014
"8,7,10,279,4,2","8,43,7,3740,4,2",5233
"11,9,574,12,15,1475,896,4,2","10,14,497,61,24,668,4686,4,2",10443
"17,9,80,195,12,33,4,2","23,14,471,53,39,4,2",6208
"8,7,27,49,4,2","8,15,80,758,4,2",2685
"5,6,13,1329,437,4,2","5,6,19,1091,3582,4,2",4248
"11,9,13,177,16,13,2403,4,2","10,14,19,98,1687,4,2",6895
"19,7,10,49,4,2","34,11,29,7,673,4,2",3176
"11,9,39,16,15,753,1297,20,690,4,2","27,362,36,30,436,1642,71,575,4,2",11798
"11,9,15,474,16,15,2917,1914,4,2","10,14,24,285,46,2757,9,2854,4,2",11378
"8,7,227,30,52,22,53,43,2","8,2725,53,62,25,77,7,50,2",9828
"14,7,20,825,4,2","13,3333,22,553,4,2",2609
"5,6,152,53,348,4,2","744,58,9,913,4,2",5508
"5,6,111,34,25,52,587,10,116,444,4,2","5,6,161,150,18,62,2877,7,818,4,2",11826
"8,7,18,462,4,2","8,158,60,141,9,212,4,2",5884
"5,6,48,122,4,2","27,39,67,6,49,239,4,2",544
"5,6,26,22,5,6,60,53,45,4,2","5,6,47,25,5,6,124,28,447,4,2",9281
"17,9,10,35,123,23,81,4,2","23,42,7,86,111,28,93,4,2",9332
"11,9,13,189,103,1879,4,2","27,19,126,4474,17,2598,272,9,363,4,2",9513
"14,7,56,236,4,2","13,11,21,18,36,380,4,2",4523
"5,6,34,25,32,9,13,776,409,613,4,2","5,6,75,18,27,19,696,1392,5040,4,2",11682
"19,7,1708,75,4,2","34,3716,9,2330,4,2",5151
"8,7,612,4,25,74,10,92,5,534,4,2","12,52,1059,4,33,42,7,33,18,37,258,4,2",11598
"5,6,79,15,1178,16,32,109,1015,4,2","5,32,78,16,130,299,1813,4,2",11650
"19,7,10,90,4,2","34,11,29,7,303,4,2",3156
"19,7,658,4,2","34,29,2043,4,2",1972
"14,7,155,453,4,2","13,13,2166,4,2",2603
"19,7,53,219,33,4,2","40,92,955,101,263,39,4,2",6721
"8,7,13,141,136,4,2","12,20,31,359,440,4,2",5251
"5,6,129,12,44,8,28,13,62,4,2","5,6,390,9,157,28,151,4,2",10535
"5,6,10,92,5,100,12,54,4,2","5,11,6,30,33,18,2541,4,2",7610
"8,7,1072,4,2","12,20,3106,4,2",1193
"8,7,58,458,4,2","8,15,60,1562,4,2",6345
"8,7,868,81,204,4,2","12,24,4137,4,2",7747
"5,6,28,50,28,50,73,54,4,2","5,6,74,97,18,4325,361,731,4,2",8741
"14,7,1090,4,2","13,3336,22,1647,4,2",2634
"11,9,65,29,77,38,1007,4,2","10,14,57,120,93,24,813,4,2",9517
"8,7,575,910,4,2","8,158,425,143,4,2",8149
"5,6,85,32,23,232,4,2","5,24,78,28,706,4,2",6515
"5,6,18,50,82,15,157,101,4,2","5,6,26,97,89,24,292,2802,4,2",10768
"17,9,13,511,89,4,2","116,361,679,90,23,4,2",7138
"11,9,10,119,16,57,404,4,2","10,42,7,60,19,439,4,2",8257
"19,7,164,29,8,4,2","40,29,17,147,168,8,4,2",3810
"19,7,27,1673,4,2","33,29,80,36,3609,4,2",4459
"14,7,149,259,4,2","13,132,68,59,48,102,4,2",2013
"17,9,427,4,2","23,14,1226,4,2",1931
"19,7,1297,4,2","40,29,1642,4,2",2528
"5,6,13,177,204,16,173,45,4,2","5,6,19,98,16,215,347,17,33,231,4,2",8711
"8,7,42,53,4,2","12,136,161,143,4,2",3942
"8,7,751,4,2","8,15,1550,4,2",5261
"5,6,47,5,73,10,687,8,32,98,4,2","5,127,9,11,213,52,1109,25,130,208,4,2",11284
"5,6,34,16,51,332,4,2","5,6,75,9,81,316,4,2",6951
"19,7,85,41,53,4,2","34,24,562,1093,4,2",6230
"8,7,18,211,4,2","8,15,26,1675,4,2",3518
"5,6,63,123,12,636,76,367,4,2","5,6,86,107,28,411,89,91,757,2537,4,2",10283
"11,9,61,29,8,4,2","10,8,481,4,2",4196
"17,9,13,167,69,1024,130,4,2","27,31,128,364,87,4781,4,2",10869
"5,6,10,152,117,4,2","5,11,1705,7,4,2",4324
"5,6,330,12,158,100,12,292,31,4,2","5,174,16,2864,16,411,54,4,2",11555
"17,9,79,1000,68,4,2","23,14,17,38,9,528,24,1780,4,2",9339
"5,6,26,12,1810,8,1416,8,7,263,4,2","5,6,47,9,8,2578,840,18,8,2900,4,2",12058
"5,6,68,12,1480,191,1906,4,2","5,6,139,16,4585,2744,787,2743,4,2",10004
"5,6,28,160,28,11,9,4,2","5,6,74,107,18,93,4,2",4846
"5,6,50,16,208,302,489,4,2","88,69,207,9,169,46,4435,4,2",9303
"8,7,18,195,4,2","12,20,26,554,4,2",2812
"8,7,253,40,63,12,592,4,2","219,2684,620,18,179,4,2",9411
"5,6,20,740,12,24,605,23,2831,2832,4,2","5,644,958,4819,1442,16,41,605,4,2",11001
"5,6,31,12,83,15,621,4,2","5,6,54,28,103,24,1167,4,2",8367
"5,6,37,12,533,215,8,4,2","5,32,104,9,157,980,2639,4,2",8780
"8,7,663,4,2","8,15,1303,611,4,2",4085
"14,7,251,4,2","13,3238,4,2",2040
"5,6,48,49,22,5,499,116,5,296,1453,4,2","5,6,49,73,18,5,4924,61,24,4925,4,2",11320
"11,9,13,1434,830,4,2","10,14,2600,4,2",8275
"8,7,18,290,4,2","8,15,26,1066,4,2",2854
"19,7,146,690,135,4,2","34,4612,24,575,166,4,2",10086
"5,6,21,12,311,8,13,1037,4,2","5,35,8,2702,19,839,4,2",9595
"8,7,10,18,715,4,2","8,43,7,26,1502,4,2",5296
"5,6,10,205,68,94,4,2","5,11,6,7,66,58,16,85,226,4,2",6584
"11,9,1008,82,213,121,4,2","10,14,937,9,269,149,4,2",9473
"8,7,10,602,4,2","8,43,7,1557,4,2",2748
"19,7,1088,4,2","34,29,3525,4,2",3800
"11,9,48,197,4,2","10,14,95,262,45,2",1308
"5,6,18,276,4,2","37,26,462,4,2",1036
"19,7,180,4,2","33,29,48,1235,4,2",713
"8,7,174,12,392,108,57,669,2008,4,2","12,20,218,776,19,940,74,5110,4,2",11862
"19,7,278,20,15,476,4,2","40,1737,61,24,1157,4,2",8982
"5,6,18,422,4,2","5,6,26,338,4,2",680
"5,6,120,475,5,102,10,223,1000,4,2","37,146,25,1193,5,123,7,641,41,236,486,4,2",11883
"5,6,85,24,380,4,2","5,78,41,308,4,2",3007
"5,6,183,749,16,24,1034,2","5,365,2498,9,41,1181,4,2",10340
"5,6,10,324,30,32,1957,4,2","5,11,6,7,1444,89,130,1179,4,2",10975
"5,6,26,5,703,29,8,4,2","5,6,72,9,157,1420,626,4,2",7632
"5,6,93,16,8,27,4,2","5,6,271,9,8,80,4,2",4987
"11,9,196,4,2","10,465,4,2",843
"8,7,18,431,4,2","12,20,603,9,417,4,2",6857
"11,9,36,340,4,2","27,94,295,4,2",886
"19,7,42,12,72,4,2","34,29,90,24,253,9,165,4,2",4457
"8,7,18,765,4,2","12,20,56,1128,4,2",5866
"14,7,2115,4,2","13,21,409,544,4,2",2044
"5,6,47,16,15,1163,4,2","37,70,9,3850,4,2",6008
"5,6,929,4,2","5,6,762,9,363,4,2",1460
"8,7,10,15,358,4,2","8,43,7,22,935,4,2",5290
"5,6,21,12,15,855,4,2","5,35,16,22,2497,4,2",7011
"5,6,26,12,44,502,8,4,2","5,6,47,9,8,82,381,45,2",9657
"11,9,10,70,11,2472,11,9,4,2","10,42,7,33,84,4160,108,4,2",7902
"8,7,13,187,1651,4,2","152,31,393,9,128,4,2",3925
"5,6,21,12,398,23,8,4,2","5,35,1390,28,55,4,2",7539
"5,6,28,239,28,8,7,4,2","5,6,74,469,18,8,4,2",7447
"17,9,1367,15,1923,45,4,2","23,14,260,17,38,9,4661,24,2773,4,2",10360
"11,9,15,340,16,13,720,342,4,2","27,24,295,275,209,333,4,2",10454
"8,7,10,18,715,4,2","8,43,7,26,3746,4,2",5297
"11,9,15,39,70,74,2761,219,4,2","27,93,67,14,16,22,4701,4,2",10478
"5,6,10,18,49,22,493,4,2","5,11,6,7,26,73,206,30,4,2",8023
"11,9,204,22,91,202,4,2","10,14,236,129,56,4,2",6433
"8,7,10,406,4,2","12,1694,7,4,2",3994
"5,6,49,30,92,5,44,242,4,2","5,6,73,53,33,18,5,4349,4,2",8847
"5,6,1243,4,2","5,78,22,1522,4,2",325
"8,7,1107,4,2","8,15,3274,4,2",2173
"5,6,802,4,2","5,6,2913,4,2",12
"11,9,10,29,27,13,433,4,2","33,42,7,46,58,19,617,4,2",8634
"5,6,10,428,12,59,25,94,4,2","5,11,6,7,66,139,16,64,133,4,2",9988
"5,6,822,49,4,2","5,6,189,201,4,2",2404
"5,6,82,2101,4,2","5,6,9,3200,4,2",1801
"5,6,26,99,5,356,8,4,2","5,6,47,49,5,8,69,1460,4,2",9263
"5,6,79,63,4,2","5,174,16,765,114,4,2",1802
"14,7,1069,4,2","13,3157,9,146,4,2",1582
"5,6,2204,8,4,2","5,8,2238,4,2",3737
"11,9,2075,4,2","10,14,3120,4,2",1297
"5,6,455,4,2","5,2971,4,2",399
"5,6,807,4,2","5,6,1935,4,2",391
"19,7,129,12,54,383,4,2","34,240,9,22,212,119,2265,4,2",7715
"5,6,840,25,1132,4,2","5,6,17,38,2240,130,1686,4,2",3744
"8,7,40,63,23,33,4,2","12,20,44,114,28,39,4,2",5857
"5,6,63,123,4,2","5,6,546,114,4,2",1434
"5,6,26,23,10,80,112,895,4,2","5,6,47,9,11,7,22,1497,591,4,2",11549
"8,7,652,4,2","8,15,3264,4,2",2147
"14,7,2751,680,378,563,4,2","13,4675,1384,194,944,4,2",10392
"8,7,430,4,2","8,15,2131,4,2",2764
"5,6,38,35,774,30,24,220,4,2","5,6,17,282,1166,53,41,230,4,2",10760
"17,9,10,47,12,269,4,2","23,232,7,70,9,220,4,2",7154
"5,6,1596,4,2","5,6,3310,16,22,140,4,2",2422
"8,7,13,2546,35,874,4,2","152,19,1247,83,1329,4,2",8543
"17,9,2662,42,67,2663,4,2","23,1473,28,154,2719,4,2",9750
"19,7,727,16,8,4,2","8,48,4039,4,2",7203
"5,6,1238,4,2","5,6,1950,4,2",178
"19,7,27,15,107,4,2","34,29,59,48,916,4,2",5699
"5,6,34,5,44,546,25,212,875,529,4,2","5,6,221,178,195,628,33,312,170,320,4,2",11947
"17,9,13,18,195,130,4,2","27,31,128,26,554,4,2",6201
"5,6,38,380,45,4,2","100,5,6,17,536,4,2",2350
"17,9,234,12,54,147,4,2","23,14,2028,119,503,4,2",9731
"5,6,18,209,4,2","37,26,355,4,2",1907
"8,7,203,22,7,10,8,43,2","8,15,1708,25,77,7,50,2",9044
"5,6,416,8,28,13,62,4,2","5,52,24,321,17,430,2570,4,2",7956
"8,7,10,50,22,7,8,43,2","8,43,7,222,25,49,50,2",7797
"5,6,47,48,4,2","88,69,70,4,2",913
"8,7,18,187,4,2","8,15,26,1643,4,2",3470
"8,7,13,18,460,212,22,7,10,8,43,2","152,19,467,26,502,25,77,7,50,2",11595
"14,7,20,139,4,2","13,13,3083,4,2",1108
"8,7,18,176,4,2","8,15,56,2271,4,2",4104
"5,6,26,12,2943,8,27,32,172,4,2","5,6,47,9,52,4990,59,194,1290,4,2",11554
"11,9,57,725,29,1819,2757,4,2","27,19,755,46,1188,9,4692,4,2",10471
"8,7,10,634,119,4,2","12,11,3977,7,107,175,4,2",6813
"8,7,66,453,4,2","8,43,7,393,4,2",1247
"5,6,21,12,15,780,4,2","5,35,16,823,4,2",7541
"19,7,149,35,4,2","34,29,59,102,282,4,2",3773
"11,9,57,327,240,4,2","27,19,264,202,4,2",6871
"8,7,358,4,2","8,15,17,496,4,2",782
"14,7,27,120,4,2","13,115,80,146,4,2",2577
"8,7,18,255,20,1201,4,2","8,15,26,441,17,1048,4,2",10121
"5,6,49,8,7,31,4,2","5,6,73,18,8,291,99,4,2",5544
"11,9,438,88,30,24,545,4,2","10,17,51,207,9,91,343,4,2",9094
"5,6,48,26,4,2","5,6,95,72,45,2",905
"5,6,60,22,48,5,73,10,72,4,2","5,6,124,25,639,5,11,173,7,131,134,4,2",6511
"8,7,10,116,33,4,2","8,43,7,109,39,4,2",3997
"5,6,972,27,53,4,2","5,6,425,68,4,2",6605
"5,6,10,115,4,2","5,11,32,78,7,9,375,4,2",1859
"14,7,388,2841,639,121,4,2","13,828,46,252,117,25,149,4,2",11060
"17,9,65,1432,346,4,2","23,14,57,1859,1796,4,2",8946
"5,6,122,69,50,16,2739,4,2","5,96,173,30,36,4652,4,2",10293
"5,6,261,69,8,7,180,4,2","5,6,16,55,87,12,20,16,39,4,2",8321
"5,6,10,36,523,125,4,2","5,11,6,30,94,726,4,2",8871
"11,9,50,16,229,1454,4,2","10,14,97,9,288,22,766,4,2",10720
"5,6,10,337,4,2","5,11,6,7,852,4,2",1841
"19,7,53,219,8,4,2","34,92,955,101,263,8,4,2",7199
"14,7,161,38,128,138,12,148,25,893,4,2","13,21,17,111,2819,28,131,1800,4,2",11912
"5,6,56,13,1884,491,437,4,2","5,6,19,973,512,9,449,4,2",9601
"5,6,10,562,4,2","5,11,6,7,17,38,9,679,4,2",2443
"17,9,298,67,188,1165,4,2","23,51,499,22,1388,9,112,193,4,2",6210
"11,9,127,38,13,109,623,4,2","10,261,90,19,171,565,4,2",8663
"5,6,423,22,16,763,4,2","5,851,25,68,75,4,2",5549
"17,9,18,290,4,2","23,14,26,448,4,2",2517
"8,7,108,13,339,84,4,2","12,20,19,125,49,660,4,2",6362
"8,7,559,4,2","8,15,1058,4,2",2135
"8,7,51,220,22,53,43,2","12,20,81,230,25,77,7,50,2",8157
"19,7,337,16,128,332,4,2","40,29,1579,9,164,316,4,2",10084
"19,7,95,4,2","34,240,204,4,2",702
"8,7,18,462,4,2","12,136,60,141,9,212,4,2",5883
"14,7,20,399,4,2","13,21,2041,4,2",1111
"5,6,50,16,424,4,2","88,69,207,9,339,4,2",4400
"8,7,299,4,2","12,20,749,4,2",499
"17,9,18,60,4,2","23,14,26,177,4,2",2516
"17,9,253,2501,20,139,4,2","23,42,179,2584,1730,4,2",8098
"5,6,104,45,4,2","5,6,293,100,4,2",1820
"8,7,427,4,2","12,20,861,4,2",2197
"5,6,34,5,78,54,268,12,578,41,4,2","5,6,75,18,5,4656,24,429,4,2",10327
"5,6,230,30,258,503,4,2","5,6,296,9,277,1484,4,2",10815
"5,6,26,5,504,8,257,32,4,2","5,6,47,9,157,650,300,4,2",10574
"11,9,92,14,273,13,1446,4,2","10,14,33,493,1173,19,1870,4,2",8660
"5,6,10,36,1118,4,2","5,11,6,7,211,1660,4,2",3085
"5,6,39,16,36,236,4,2","5,6,362,9,344,1064,4,2",7085
"11,9,1146,15,685,4,2","10,51,2322,24,2323,4,2",4788
"5,6,58,10,126,20,643,4,2","5,11,6,60,7,332,89,736,4,2",11169
"5,6,34,25,5,78,351,67,13,319,4,2","5,6,75,246,110,141,32,387,4,2",10604
"8,7,10,18,35,4,2","8,43,7,26,282,4,2",5292
"8,7,458,4,2","152,2138,4,2",2119
"11,9,58,831,4,2","10,14,60,464,4,2",2931
"19,7,965,4,2","33,29,36,2299,4,2",4449
"11,9,38,51,138,4,2","10,14,17,1246,4,2",1742
"5,6,324,23,67,641,4,2","5,32,78,36,1290,28,112,181,4,2",9145
"5,6,20,250,4,2","5,6,17,255,4,2",967
"5,6,100,12,227,88,105,4,2","5,6,216,16,401,881,620,4,2",8442
"5,6,26,5,504,8,257,32,4,2","5,6,72,9,8,82,2786,300,4,2",10579
"8,7,358,4,2","12,20,17,496,4,2",780
"8,7,20,399,4,2","8,15,1204,4,2",1643
"8,7,18,601,4,2","12,20,26,1081,4,2",3480
"8,7,1430,360,4,2","12,20,453,751,4,2",8167
"8,7,10,15,71,199,31,4,2","8,43,7,2723,159,54,4,2",9818
"8,7,843,4,2","12,20,1641,4,2",3960
"5,6,64,137,4,2","698,57,4,2",2494
"14,7,10,100,12,41,4,2","13,184,21,7,1739,4,2",5196
"5,6,137,12,687,173,4,2","489,4026,9,450,4,2",7128
"5,6,34,8,1477,44,13,319,16,888,4,2","5,6,113,18,8,815,82,141,9,989,4,2",11758
"5,6,13,104,84,45,4,2","5,6,19,125,293,100,4,2",5494
"5,6,21,12,672,4,2","5,35,134,1699,48,1592,9,3580,4,2",4218
"17,9,13,1520,4,2","27,19,1975,4,2",682
"17,9,13,1924,16,194,1925,4,2","23,14,31,2774,214,150,4663,4,2",10368
"14,7,31,12,699,8,4,2","13,21,99,28,8,719,4,2",7733
"8,7,108,13,136,86,2","8,15,31,9,194,1665,45,2",4559
"5,6,456,4,2","5,6,1990,4,2",591
"8,7,815,4,2","12,20,2052,4,2",1231
"8,7,18,470,4,2","12,20,56,1118,4,2",5339
"8,7,13,35,132,4,2","12,20,19,83,210,4,2",6286
"8,7,18,274,4,2","8,15,26,2555,4,2",7835
"11,9,13,405,84,4,2","27,19,315,467,4,2",1727
"17,9,20,15,780,45,4,2","23,14,100,16,823,4,2",7699
"8,7,820,4,2","8,15,2140,4,2",2126
"8,7,21,12,44,12,166,4,2","12,205,308,131,134,4,2",9405
"11,9,38,51,287,1359,4,2","10,14,71,1097,9,154,2388,4,2",5446
"5,6,112,46,13,62,4,2","5,6,30,423,151,4,2",6084
"5,6,34,14,73,101,32,55,4,2","5,6,113,18,13,404,1461,65,4,2",9293
"8,7,10,39,16,144,22,7,8,43,2","12,63,7,36,781,25,49,50,2",9419
"8,7,80,512,4,2","12,20,262,4,2",3951
"5,6,26,22,5,59,10,58,582,4,2","5,6,72,25,5,11,32,2811,7,60,4,2",10831
"19,7,10,764,4,2","40,11,29,7,17,38,9,808,4,2",5729
"5,6,10,454,4,2","5,11,1266,7,4,2",1842
"8,7,13,925,4,2","8,15,19,1041,4,2",2650
"8,7,18,211,4,2","12,20,26,540,4,2",3511
"8,7,728,4,2","8,15,3110,4,2",1202
"5,6,137,12,582,4,2","489,9,32,1137,4,2",6168
"8,7,10,15,71,39,30,32,256,4,2","12,63,7,24,118,53,33,244,4,2",11781
"5,6,10,479,4,2","5,11,32,203,7,118,4,2",1421
"5,6,21,12,450,30,24,605,20,1089,4,2","5,35,401,53,41,605,16,1264,4,2",11657
"5,6,26,22,91,41,74,1104,36,1986,4,2","5,6,72,25,129,428,969,52,1295,14,2851,4,2",11326
"14,7,10,203,4,2","13,11,21,7,1708,4,2",4527
"5,6,10,35,29,32,4,2","5,11,6,7,83,300,4,2",4944
"19,7,61,23,13,364,12,636,20,4,2","34,643,31,140,529,5000,4,2",11571
"11,9,65,370,12,75,785,4,2","10,92,85,57,31,2514,1143,48,431,4,2",10940
"8,7,15,246,110,199,5,44,331,546,4,2","12,20,22,30,153,159,18,590,179,538,4,2",12049
"8,7,55,16,1679,4,2","12,20,16,215,9,2308,4,2",4622
"5,6,61,23,57,1458,4,2","5,491,19,2670,4,2",9155
"8,7,18,211,4,2","8,15,26,540,4,2",3515
"8,7,53,42,25,39,4,2","90,33,253,25,12,136,143,4,2",8585
"5,6,34,4,2","88,6,75,4,2",44
"5,6,10,21,12,223,32,4,2","5,11,35,7,169,388,4,2",7576
"8,7,58,510,4,2","12,20,60,597,4,2",5842
"8,7,602,4,2","12,20,3041,4,2",779
"5,6,37,5,1345,8,4,2","5,6,105,9,157,2336,4,2",4873
"8,7,10,15,71,39,70,587,10,542,52,4,2","8,43,7,24,118,16,11,7,527,62,4,2",12063
"5,6,36,382,4,2","5,6,94,285,4,2",1040
"5,6,26,23,10,80,112,895,4,2","5,6,47,9,11,7,8,1497,591,4,2",11546
"5,6,120,475,5,44,10,1946,4,2","37,146,1193,5,123,7,1296,4,2",10787
"19,7,24,106,4,2","33,29,91,162,4,2",4450
"5,6,26,374,102,10,101,55,4,2","5,6,47,18,48,337,2765,7,2766,4,2",10297
"5,6,82,657,22,690,4,2","5,241,9,671,25,575,4,2",5522
"17,9,13,259,103,1172,4,2","27,31,153,126,128,4,2",6677
"5,6,385,12,1756,4,2","5,6,606,155,3943,4,2",6604
"8,7,15,39,25,1038,174,4,2","27,8,67,8,8,15,2727,4,2",9832
"14,7,95,4,2","13,17,115,204,4,2",226
"11,9,495,38,15,980,4,2","10,14,970,90,22,1108,4,2",7891
"5,6,321,4,2","5,6,844,4,2",3
"11,9,253,243,20,139,529,4,2","10,232,179,190,360,920,4,2",9524
"5,6,10,36,523,125,4,2","5,11,6,30,76,1609,4,2",8873
"5,6,111,60,4,2","5,6,189,124,4,2",1865
"11,9,13,962,136,4,2","27,19,1082,280,45,2",3562
"5,6,1641,8,154,4,2","5,8,2236,4,2",3686
"8,7,1141,4,2","8,15,3618,4,2",4576
"19,7,175,4,2","34,29,1996,4,2",700
"14,7,40,63,4,2","13,21,44,114,4,2",1150
"8,7,277,4,2","8,1028,4,2",795
"5,6,26,99,32,9,13,197,1046,4,2","5,6,72,49,27,31,1134,406,4,2",11435
"5,6,1533,4,2","5,6,754,16,411,4,2",946
"5,6,10,34,92,5,244,143,4,2","5,11,6,7,221,9,33,18,5,654,4,2",10280
"11,9,1094,1358,76,184,1769,1177,4,2","10,1751,17,5128,155,959,5129,4,2",11924
"5,6,10,15,89,5,100,12,54,4,2","5,11,6,7,22,122,18,2541,4,2",10228
"8,7,48,486,4,2","8,15,95,542,4,2",4634
"8,7,96,16,264,4,2","12,20,444,25,61,94,234,4,2",4579
"5,6,328,265,4,2","5,6,186,1054,4,2",5487
"5,6,186,12,596,25,41,74,679,4,2","37,192,9,196,18,27,315,4,2",10506
"11,9,329,13,1328,4,2","10,258,19,2277,4,2",4161
"17,9,222,140,190,46,8,4,2","23,14,30,227,18,8,9,102,137,4,2",10065
"11,9,426,12,760,4,2","10,14,750,16,1368,4,2",6448
"5,6,1057,4,2","5,6,2960,4,2",363
"8,7,10,845,4,2","12,63,7,2262,4,2",3982
"5,6,26,99,5,402,755,4,2","49,37,4507,394,25,5,283,4508,4,2",9650
"8,7,18,299,4,2","12,20,56,666,4,2",2827
"5,6,71,21,12,1357,8,618,4,2","5,11,35,52,24,2742,423,208,4,2",9999
"8,7,18,260,4,2","8,15,26,1509,4,2",3491
"11,9,13,299,89,4,2","10,14,2006,4,2",4139
"5,6,10,21,12,999,30,8,4,2","5,11,35,7,32,613,53,8,45,2",9973
"5,6,21,12,15,565,1192,4,2","5,35,16,22,1428,4,2",9906
"8,7,18,385,4,2","8,15,26,2185,4,2",2824
"17,9,222,140,308,46,33,4,2","23,51,102,137,9,400,18,39,4,2",10364
"19,7,870,41,411,1890,4,2","34,24,4524,839,4,2",9764
"5,6,82,1110,4,2","5,241,3306,4,2",2410
"8,7,18,479,4,2","8,15,56,2275,4,2",4123
"5,6,18,93,16,24,436,4,2","5,6,26,163,9,79,128,4,2",9310
"11,9,10,20,4,2","10,42,7,120,93,4,2",523
"5,6,15,358,731,20,24,342,4,2","5,6,24,496,877,9,22,333,4,2",11118
"17,9,97,23,8,29,77,4,2","23,8,342,16,22,140,4,2",9350
"5,6,31,22,7,10,5,43,2","5,6,54,25,77,7,50,2",3674
"5,6,10,93,16,25,4,2","5,96,6,7,271,4,2",5605
"11,9,10,20,128,1080,4,2","10,42,7,61,164,1038,4,2",5444
"11,9,13,2368,132,4,2","10,14,210,17,2452,4,2",6392
"5,6,126,20,279,643,4,2","5,6,332,89,736,888,4,2",10967
"5,6,438,88,30,32,802,639,4,2","88,69,207,9,33,117,1905,4,2",10486
"14,7,27,357,4,2","13,132,59,68,4,2",724
"5,6,395,4,2","5,6,497,4,2",169
"8,7,35,4,2","12,20,83,4,2",757
"8,7,1302,4,2","8,15,1651,4,2",3979
"8,7,13,87,4,2","12,20,1564,4,2",3291
"8,7,820,4,2","12,20,2139,4,2",2123
"5,6,10,234,4,2","5,96,6,7,221,4,2",1838
"5,6,1552,8,4,2","5,8,1263,4,2",1374
"5,6,10,1350,8,4,2","5,11,35,7,8,3698,4,2",4951
"5,6,18,115,42,8,4,2","5,6,26,399,16,76,248,4,2",8069
"17,9,391,29,607,4,2","23,14,26,446,1336,4,2",8091
"5,6,403,4,2","5,6,1030,4,2",890
"17,9,63,123,12,594,76,1014,4,2","23,14,86,182,28,459,235,145,4,2",11456
"8,7,10,602,4,2","8,43,7,3353,4,2",2749
"14,7,306,1683,98,4,2","13,1236,19,117,1721,4,2",8524
"5,6,47,10,4,2","37,68,70,18,206,4,2",1348
"11,9,10,63,123,12,636,90,4,2","10,232,7,66,1904,4746,58,118,4,2",10712
"5,6,61,113,12,214,8,145,839,4,2","5,32,104,9,52,103,383,367,4,2",11990
"17,9,10,65,49,4,2","23,42,7,57,148,4,2",6671
"5,6,21,4,2","1003,250,131,35,4,2",99
"8,7,12,185,30,33,4,2","12,644,257,53,39,4,2",6771
"11,9,10,18,35,29,41,4,2","10,184,14,7,26,83,4,2",6917
"11,9,20,23,13,1321,4,2","10,110,82,19,1685,4,2",4190
"19,7,1145,1759,4,2","34,29,3960,4,2",6725
"5,6,143,16,15,702,4,2","5,807,71,929,4,2",7121
"14,7,51,291,4,2","13,21,154,243,4,2",4482
"5,6,96,16,49,4,2","5,6,28,419,196,73,4,2",3035
"5,6,1234,4,2","5,35,68,4,2",38
