source,target,uid
"24,14,27,8,26,12,24,6,24,12,2","12,24,6,24,12,26,8,27,14,24,2",19394
"22,14,14,23,11,5,7,28,13,18,13,22,26,6,28,25,12,8,4,13,17,20,10,29,29,10,27,29,4,16,6,24,13,6,4,2","4,6,13,24,6,16,4,29,27,10,29,29,10,20,17,13,4,8,12,25,28,6,26,22,13,18,13,28,7,5,11,23,14,14,22,2",19395
"16,23,29,13,19,4,16,26,26,21,6,14,22,22,6,22,9,7,4,12,7,15,20,19,23,21,17,20,27,2","27,20,17,21,23,19,20,15,7,12,4,7,9,22,6,22,22,14,6,21,26,26,16,4,19,13,29,23,16,2",19396
"14,19,14,6,27,26,28,23,12,27,9,15,28,23,8,14,23,17,15,2","15,17,23,14,8,23,28,15,9,27,12,23,28,26,27,6,14,19,14,2",19397
"15,10,22,19,17,2","17,19,22,10,15,2",19398
"15,20,24,5,7,19,8,22,11,10,28,14,29,17,24,27,29,6,7,2","7,6,29,27,24,17,29,14,28,10,11,22,8,19,7,5,24,20,15,2",19399
"22,17,29,19,7,6,9,16,5,23,17,11,24,23,21,24,12,18,24,25,11,16,15,7,10,24,2","24,10,7,15,16,11,25,24,18,12,24,21,23,24,11,17,23,5,16,9,6,7,19,29,17,22,2",19400
"14,11,5,15,27,10,23,15,2","15,23,10,27,15,5,11,14,2",19402
"22,18,18,7,29,2","29,7,18,18,22,2",19403
"6,11,12,19,28,15,13,14,10,12,15,6,12,16,26,7,27,15,27,6,4,20,14,28,17,28,19,6,4,20,13,27,7,27,23,8,4,17,2","17,4,8,23,27,7,27,13,20,4,6,19,28,17,28,14,20,4,6,27,15,27,7,26,16,12,6,15,12,10,14,13,15,28,19,12,11,6,2",19404
"8,19,24,8,27,6,23,17,29,15,9,13,8,21,10,9,23,9,14,17,7,26,6,17,7,18,21,8,19,28,22,7,23,20,7,25,12,7,7,27,6,2","6,27,7,7,12,25,7,20,23,7,22,28,19,8,21,18,7,17,6,26,7,17,14,9,23,9,10,21,8,13,9,15,29,17,23,6,27,8,24,19,8,2",19405
"10,13,20,25,27,29,15,23,15,14,28,7,17,5,5,7,14,8,17,8,14,7,8,8,28,12,14,20,28,15,12,23,10,14,16,14,9,2","9,14,16,14,10,23,12,15,28,20,14,12,28,8,8,7,14,8,17,8,14,7,5,5,17,7,28,14,15,23,15,29,27,25,20,13,10,2",19406
"18,24,11,12,6,10,19,12,27,9,4,22,10,27,20,20,17,18,22,19,9,23,29,4,18,12,4,11,25,23,4,20,8,23,17,2","17,23,8,20,4,23,25,11,4,12,18,4,29,23,9,19,22,18,17,20,20,27,10,22,4,9,27,12,19,10,6,12,11,24,18,2",19407
"5,16,17,27,27,29,18,20,29,26,22,22,23,17,17,13,22,19,27,13,27,18,18,23,24,12,2","12,24,23,18,18,27,13,27,19,22,13,17,17,23,22,22,26,29,20,18,29,27,27,17,16,5,2",19408
"23,6,24,14,22,16,2","16,22,14,24,6,23,2",19409
"8,20,13,7,8,9,28,6,29,6,27,22,22,25,14,5,2","5,14,25,22,22,27,6,29,6,28,9,8,7,13,20,8,2",19411
"27,6,20,20,21,18,23,21,9,29,28,22,7,6,29,4,7,17,19,26,4,27,28,19,7,15,27,12,8,28,19,17,8,5,17,11,12,18,6,20,28,24,2","24,28,20,6,18,12,11,17,5,8,17,19,28,8,12,27,15,7,19,28,27,4,26,19,17,7,4,29,6,7,22,28,29,9,21,23,18,21,20,20,6,27,2",19412
"18,27,22,21,27,15,23,14,29,11,9,27,9,7,21,14,13,12,6,23,22,14,10,6,10,11,19,17,17,15,12,25,16,13,14,28,15,13,2","13,15,28,14,13,16,25,12,15,17,17,19,11,10,6,10,14,22,23,6,12,13,14,21,7,9,27,9,11,29,14,23,15,27,21,22,27,18,2",19413
"15,13,7,8,19,27,20,24,19,16,15,5,13,13,24,16,28,18,11,26,14,24,22,29,23,29,6,17,14,16,6,4,11,6,17,12,2","12,17,6,11,4,6,16,14,17,6,29,23,29,22,24,14,26,11,18,28,16,24,13,13,5,15,16,19,24,20,27,19,8,7,13,15,2",19414
"18,18,28,25,14,6,4,21,4,26,27,6,18,14,7,15,25,27,23,25,5,8,26,11,27,7,19,25,14,17,13,13,26,2","26,13,13,17,14,25,19,7,27,11,26,8,5,25,23,27,25,15,7,14,18,6,27,26,4,21,4,6,14,25,28,18,18,2",19415
"15,20,9,29,16,18,18,19,11,19,18,7,11,4,21,7,5,21,5,27,9,10,8,29,19,4,6,18,15,16,11,8,2","8,11,16,15,18,6,4,19,29,8,10,9,27,5,21,5,7,21,4,11,7,18,19,11,19,18,18,16,29,9,20,15,2",19417
"6,29,22,10,7,10,7,2","7,10,7,10,22,29,6,2",19418
"21,18,8,12,7,14,11,20,11,4,13,9,13,22,16,19,11,29,16,20,6,29,19,16,11,15,17,12,25,12,8,21,10,13,5,24,4,18,13,24,29,18,10,20,18,2","18,20,10,18,29,24,13,18,4,24,5,13,10,21,8,12,25,12,17,15,11,16,19,29,6,20,16,29,11,19,16,22,13,9,13,4,11,20,11,14,7,12,8,18,21,2",19419
"10,27,4,26,21,24,11,4,7,12,25,9,11,16,16,21,29,5,4,24,2","24,4,5,29,21,16,16,11,9,25,12,7,4,11,24,21,26,4,27,10,2",19421
"28,14,19,23,28,12,16,19,28,10,6,11,28,28,25,7,9,8,8,10,26,8,22,8,4,18,15,28,9,11,22,7,14,2","14,7,22,11,9,28,15,18,4,8,22,8,26,10,8,8,9,7,25,28,28,11,6,10,28,19,16,12,28,23,19,14,28,2",19423
"21,12,24,14,11,19,11,10,18,26,19,28,22,15,22,16,10,10,18,20,15,28,17,23,14,9,26,23,2","23,26,9,14,23,17,28,15,20,18,10,10,16,22,15,22,28,19,26,18,10,11,19,11,14,24,12,21,2",19424
"8,18,27,7,13,7,26,19,18,7,18,16,12,9,20,15,2","15,20,9,12,16,18,7,18,19,26,7,13,7,27,18,8,2",19426
"11,24,12,7,20,12,17,25,23,8,7,27,15,24,18,13,10,8,12,20,23,20,18,4,24,12,20,7,18,18,25,18,22,5,9,5,23,7,19,2","19,7,23,5,9,5,22,18,25,18,18,7,20,12,24,4,18,20,23,20,12,8,10,13,18,24,15,27,7,8,23,25,17,12,20,7,12,24,11,2",19427
"8,12,5,10,4,5,16,5,7,12,7,25,28,28,6,24,27,28,5,17,28,23,26,13,14,11,4,7,9,20,4,5,22,16,29,24,18,21,9,23,9,12,2","12,9,23,9,21,18,24,29,16,22,5,4,20,9,7,4,11,14,13,26,23,28,17,5,28,27,24,6,28,28,25,7,12,7,5,16,5,4,10,5,12,8,2",19428
"10,18,6,25,8,29,18,27,17,24,13,6,10,10,12,24,5,5,14,18,18,24,18,11,27,19,24,10,26,23,29,4,23,5,22,15,12,2","12,15,22,5,23,4,29,23,26,10,24,19,27,11,18,24,18,18,14,5,5,24,12,10,10,6,13,24,17,27,18,29,8,25,6,18,10,2",19429
"4,21,12,20,25,28,25,14,13,5,7,5,9,14,8,29,20,11,16,19,7,29,29,15,10,15,2","15,10,15,29,29,7,19,16,11,20,29,8,14,9,5,7,5,13,14,25,28,25,20,12,21,4,2",19430
"14,29,15,16,4,7,11,15,21,11,19,23,15,16,25,5,5,24,17,12,9,23,21,16,5,19,2","19,5,16,21,23,9,12,17,24,5,5,25,16,15,23,19,11,21,15,11,7,4,16,15,29,14,2",19431
"11,19,21,6,13,10,28,11,21,29,21,20,27,26,20,26,2","26,20,26,27,20,21,29,21,11,28,10,13,6,21,19,11,2",19432
"21,9,18,21,13,13,20,11,14,9,9,2","9,9,14,11,20,13,13,21,18,9,21,2",19433
"8,5,11,25,15,12,19,15,6,9,28,22,9,22,2","22,9,22,28,9,6,15,19,12,15,25,11,5,8,2",19434
"11,25,13,24,15,6,18,26,13,14,11,8,22,28,8,28,18,26,6,23,23,21,26,24,19,27,10,27,4,16,25,26,8,29,25,27,20,28,17,6,2","6,17,28,20,27,25,29,8,26,25,16,4,27,10,27,19,24,26,21,23,23,6,26,18,28,8,28,22,8,11,14,13,26,18,6,15,24,13,25,11,2",19436
"29,23,13,22,7,25,15,8,9,22,18,25,28,4,27,8,21,13,5,25,25,23,4,10,7,22,14,15,18,8,13,16,22,6,2","6,22,16,13,8,18,15,14,22,7,10,4,23,25,25,5,13,21,8,27,4,28,25,18,22,9,8,15,25,7,22,13,23,29,2",19437
"11,12,23,11,11,27,16,16,4,18,14,14,29,17,8,26,5,2","5,26,8,17,29,14,14,18,4,16,16,27,11,11,23,12,11,2",19438
"18,21,8,9,5,27,6,10,7,21,11,23,25,13,25,28,2","28,25,13,25,23,11,21,7,10,6,27,5,9,8,21,18,2",19439
"20,20,26,28,8,9,28,4,14,17,9,26,2","26,9,17,14,4,28,9,8,28,26,20,20,2",19441
"13,13,22,20,9,12,27,15,27,26,20,23,15,15,17,21,25,6,16,14,16,2","16,14,16,6,25,21,17,15,15,23,20,26,27,15,27,12,9,20,22,13,13,2",19442
"8,14,6,9,22,15,18,7,7,17,7,14,25,20,5,21,21,15,15,20,10,29,2","29,10,20,15,15,21,21,5,20,25,14,7,17,7,7,18,15,22,9,6,14,8,2",19444
"19,20,15,4,17,9,24,8,6,26,17,10,17,20,26,2","26,20,17,10,17,26,6,8,24,9,17,4,15,20,19,2",19445
"25,25,27,8,4,25,4,22,26,10,28,10,14,27,28,10,28,15,21,24,19,5,10,9,22,20,11,10,5,18,8,12,25,16,4,29,15,21,12,18,2","18,12,21,15,29,4,16,25,12,8,18,5,10,11,20,22,9,10,5,19,24,21,15,28,10,28,27,14,10,28,10,26,22,4,25,4,8,27,25,25,2",19446
"11,10,19,14,17,25,8,8,26,25,22,4,20,25,7,15,25,4,6,11,15,5,28,8,14,5,13,22,21,13,6,5,22,12,16,6,22,18,27,17,29,22,13,18,8,25,6,4,6,14,2","14,6,4,6,25,8,18,13,22,29,17,27,18,22,6,16,12,22,5,6,13,21,22,13,5,14,8,28,5,15,11,6,4,25,15,7,25,20,4,22,25,26,8,8,25,17,14,19,10,11,2",19447
"4,13,21,19,8,16,13,28,22,17,19,18,15,8,20,28,25,7,4,16,21,5,29,14,4,15,10,5,28,11,12,18,14,6,10,20,9,28,25,2","25,28,9,20,10,6,14,18,12,11,28,5,10,15,4,14,29,5,21,16,4,7,25,28,20,8,15,18,19,17,22,28,13,16,8,19,21,13,4,2",19448
"25,25,14,27,27,9,4,12,11,27,5,21,28,20,28,5,7,7,11,27,26,2","26,27,11,7,7,5,28,20,28,21,5,27,11,12,4,9,27,27,14,25,25,2",19449
"20,27,13,9,4,18,12,20,25,20,14,16,2","16,14,20,25,20,12,18,4,9,13,27,20,2",19450
"29,28,15,17,6,26,12,4,4,6,11,7,21,26,20,10,25,16,24,6,7,22,5,14,29,26,8,9,9,2","9,9,8,26,29,14,5,22,7,6,24,16,25,10,20,26,21,7,11,6,4,4,12,26,6,17,15,28,29,2",19451
"4,6,4,13,25,23,6,26,19,20,27,5,26,18,21,15,27,22,21,18,10,9,14,24,12,26,2","26,12,24,14,9,10,18,21,22,27,15,21,18,26,5,27,20,19,26,6,23,25,13,4,6,4,2",19452
"28,28,16,25,19,24,6,15,19,2","19,15,6,24,19,25,16,28,28,2",19453
"21,16,25,17,18,8,27,7,16,10,7,18,29,9,17,6,2","6,17,9,29,18,7,10,16,7,27,8,18,17,25,16,21,2",19454
"9,6,15,21,21,27,12,15,10,2","10,15,12,27,21,21,15,6,9,2",19455
"23,26,22,15,12,15,18,2","18,15,12,15,22,26,23,2",19456
"17,14,4,24,20,19,21,28,13,22,11,21,9,26,13,21,27,29,8,21,27,9,26,14,17,17,7,15,24,5,20,7,9,14,23,13,10,4,2","4,10,13,23,14,9,7,20,5,24,15,7,17,17,14,26,9,27,21,8,29,27,21,13,26,9,21,11,22,13,28,21,19,20,24,4,14,17,2",19457
"18,21,9,4,7,19,16,27,11,4,15,8,10,17,2","17,10,8,15,4,11,27,16,19,7,4,9,21,18,2",19458
"16,21,19,7,27,12,26,4,5,11,8,13,13,24,20,26,27,26,6,25,26,12,10,22,2","22,10,12,26,25,6,26,27,26,20,24,13,13,8,11,5,4,26,12,27,7,19,21,16,2",19459
"5,10,4,27,12,5,27,6,12,23,21,17,18,11,23,29,17,26,11,27,5,16,18,2","18,16,5,27,11,26,17,29,23,11,18,17,21,23,12,6,27,5,12,27,4,10,5,2",19460
"8,23,18,11,15,29,19,29,20,20,21,23,15,12,12,23,8,17,24,6,29,5,19,10,13,5,11,20,12,2","12,20,11,5,13,10,19,5,29,6,24,17,8,23,12,12,15,23,21,20,20,29,19,29,15,11,18,23,8,2",19461
"24,20,22,11,22,18,18,19,9,5,22,19,13,7,8,5,19,9,25,12,24,27,29,16,13,22,7,5,8,8,6,24,14,19,17,26,16,17,21,11,7,5,2","5,7,11,21,17,16,26,17,19,14,24,6,8,8,5,7,22,13,16,29,27,24,12,25,9,19,5,8,7,13,19,22,5,9,19,18,18,22,11,22,20,24,2",19462
"24,8,5,14,22,12,28,25,12,24,26,7,25,27,17,20,19,20,6,24,13,2","13,24,6,20,19,20,17,27,25,7,26,24,12,25,28,12,22,14,5,8,24,2",19463
"25,11,15,26,17,20,25,18,18,11,17,21,16,2","16,21,17,11,18,18,25,20,17,26,15,11,25,2",19464
"6,5,12,5,6,28,11,23,29,20,21,8,23,20,2","20,23,8,21,20,29,23,11,28,6,5,12,5,6,2",19465
"11,15,10,2","10,15,11,2",19466
"12,16,8,11,14,21,4,4,18,24,8,8,12,28,13,26,15,19,15,9,15,17,23,7,23,18,5,14,15,6,9,14,17,2","17,14,9,6,15,14,5,18,23,7,23,17,15,9,15,19,15,26,13,28,12,8,8,24,18,4,4,21,14,11,8,16,12,2",19467
"29,9,6,6,23,8,28,21,23,4,2","4,23,21,28,8,23,6,6,9,29,2",19468
"4,12,22,11,4,22,18,16,11,28,14,20,8,7,4,11,28,22,11,24,22,16,17,4,4,5,4,8,21,4,15,9,19,20,12,13,28,2","28,13,12,20,19,9,15,4,21,8,4,5,4,4,17,16,22,24,11,22,28,11,4,7,8,20,14,28,11,16,18,22,4,11,22,12,4,2",19469
"26,17,19,27,15,15,10,26,29,10,6,13,26,13,24,21,18,25,23,6,28,6,24,13,10,16,29,14,17,8,7,12,21,22,6,15,24,2","24,15,6,22,21,12,7,8,17,14,29,16,10,13,24,6,28,6,23,25,18,21,24,13,26,13,6,10,29,26,10,15,15,27,19,17,26,2",19470
"29,26,25,5,18,5,26,6,22,23,15,17,4,9,10,16,25,4,5,10,7,4,12,26,21,18,26,17,6,20,6,18,2","18,6,20,6,17,26,18,21,26,12,4,7,10,5,4,25,16,10,9,4,17,15,23,22,6,26,5,18,5,25,26,29,2",19471
"20,19,16,22,10,17,25,27,4,2","4,27,25,17,10,22,16,19,20,2",19472
"15,12,20,23,13,26,26,16,18,15,22,23,17,25,26,6,10,14,28,16,23,20,19,2","19,20,23,16,28,14,10,6,26,25,17,23,22,15,18,16,26,26,13,23,20,12,15,2",19473
"15,12,17,12,14,19,24,26,5,19,26,24,17,15,18,15,21,28,5,28,12,12,22,18,13,10,21,19,17,26,9,12,6,20,14,20,22,17,11,15,6,26,2","26,6,15,11,17,22,20,14,20,6,12,9,26,17,19,21,10,13,18,22,12,12,28,5,28,21,15,18,15,17,24,26,19,5,26,24,19,14,12,17,12,15,2",19474
"20,7,13,18,20,29,7,13,20,26,24,29,6,25,21,9,8,26,2","26,8,9,21,25,6,29,24,26,20,13,7,29,20,18,13,7,20,2",19475
"16,15,16,4,17,4,29,26,7,17,18,26,5,16,29,4,15,7,5,25,23,20,29,11,27,27,10,19,26,18,22,4,5,6,8,24,12,21,5,2","5,21,12,24,8,6,5,4,22,18,26,19,10,27,27,11,29,20,23,25,5,7,15,4,29,16,5,26,18,17,7,26,29,4,17,4,16,15,16,2",19476
"25,5,28,29,27,20,24,7,20,8,5,12,24,24,24,17,28,19,22,29,16,19,4,23,13,28,14,13,7,21,21,26,17,26,10,27,18,26,20,15,8,23,10,27,28,23,21,23,22,2","22,23,21,23,28,27,10,23,8,15,20,26,18,27,10,26,17,26,21,21,7,13,14,28,13,23,4,19,16,29,22,19,28,17,24,24,24,12,5,8,20,7,24,20,27,29,28,5,25,2",19477
"4,27,9,18,23,29,15,7,15,16,28,10,12,10,8,21,18,27,17,22,16,21,9,10,29,15,23,18,27,24,8,29,12,4,9,4,2","4,9,4,12,29,8,24,27,18,23,15,29,10,9,21,16,22,17,27,18,21,8,10,12,10,28,16,15,7,15,29,23,18,9,27,4,2",19478
"23,18,25,16,20,17,25,23,22,18,26,24,19,24,10,20,20,26,29,25,21,7,7,11,23,13,11,29,23,16,6,13,24,2","24,13,6,16,23,29,11,13,23,11,7,7,21,25,29,26,20,20,10,24,19,24,26,18,22,23,25,17,20,16,25,18,23,2",19479
"10,26,25,21,21,7,10,24,4,27,22,2","22,27,4,24,10,7,21,21,25,26,10,2",19480
"28,21,14,18,19,29,24,5,24,9,9,18,12,4,6,16,28,24,2","24,28,16,6,4,12,18,9,9,24,5,24,29,19,18,14,21,28,2",19482
"16,18,22,19,17,29,18,25,5,13,26,23,18,21,26,5,5,16,15,9,26,27,7,26,23,2","23,26,7,27,26,9,15,16,5,5,26,21,18,23,26,13,5,25,18,29,17,19,22,18,16,2",19483
"6,7,13,17,12,27,23,6,26,13,24,11,27,8,6,28,12,2","12,28,6,8,27,11,24,13,26,6,23,27,12,17,13,7,6,2",19484
"28,8,17,4,29,8,14,13,18,14,27,21,16,9,15,4,27,4,4,25,10,19,24,19,10,22,29,20,19,21,7,6,11,6,7,19,8,14,15,23,11,18,6,19,11,27,4,2","4,27,11,19,6,18,11,23,15,14,8,19,7,6,11,6,7,21,19,20,29,22,10,19,24,19,10,25,4,4,27,4,15,9,16,21,27,14,18,13,14,8,29,4,17,8,28,2",19486
"19,27,26,14,17,9,23,17,26,18,22,16,18,12,11,26,13,28,16,21,23,17,2","17,23,21,16,28,13,26,11,12,18,16,22,18,26,17,23,9,17,14,26,27,19,2",19487
"22,19,28,18,9,23,23,2","23,23,9,18,28,19,22,2",19488
"18,4,5,28,9,28,28,26,28,23,22,11,16,29,23,22,18,28,2","28,18,22,23,29,16,11,22,23,28,26,28,28,9,28,5,4,18,2",19489
"16,18,12,18,20,18,4,28,9,28,6,11,10,21,23,14,12,14,25,22,17,15,15,22,10,15,4,11,12,21,18,17,23,24,21,29,24,14,20,2","20,14,24,29,21,24,23,17,18,21,12,11,4,15,10,22,15,15,17,22,25,14,12,14,23,21,10,11,6,28,9,28,4,18,20,18,12,18,16,2",19490
"29,22,20,6,5,18,22,19,24,11,25,5,10,10,26,24,15,15,16,25,9,25,9,2","9,25,9,25,16,15,15,24,26,10,10,5,25,11,24,19,22,18,5,6,20,22,29,2",19491
"12,22,13,25,22,16,26,7,14,22,4,4,10,7,8,17,14,10,11,21,27,6,27,29,23,2","23,29,27,6,27,21,11,10,14,17,8,7,10,4,4,22,14,7,26,16,22,25,13,22,12,2",19492
"10,16,8,10,19,6,20,15,2","15,20,6,19,10,8,16,10,2",19493
"19,5,8,6,13,7,7,2","7,7,13,6,8,5,19,2",19494
"18,16,5,9,4,19,19,4,24,27,5,16,20,4,4,26,7,2","7,26,4,4,20,16,5,27,24,4,19,19,4,9,5,16,18,2",19495
"14,15,29,15,26,7,24,21,2","21,24,7,26,15,29,15,14,2",19496
"24,28,20,11,19,24,24,12,13,17,16,27,13,9,10,18,27,4,23,11,29,22,18,14,20,26,8,10,27,12,11,28,24,8,12,16,7,22,18,16,2","16,18,22,7,16,12,8,24,28,11,12,27,10,8,26,20,14,18,22,29,11,23,4,27,18,10,9,13,27,16,17,13,12,24,24,19,11,20,28,24,2",19497
"25,18,16,10,25,24,25,6,21,20,28,28,17,21,7,22,8,20,4,8,22,29,27,15,4,2","4,15,27,29,22,8,4,20,8,22,7,21,17,28,28,20,21,6,25,24,25,10,16,18,25,2",19498
"20,29,15,4,28,23,6,21,27,18,21,4,5,28,10,7,2","7,10,28,5,4,21,18,27,21,6,23,28,4,15,29,20,2",19499
"22,24,27,6,29,25,27,22,19,26,27,14,20,25,20,4,17,5,7,24,2","24,7,5,17,4,20,25,20,14,27,26,19,22,27,25,29,6,27,24,22,2",19501
"6,15,7,8,4,14,10,28,9,27,2","27,9,28,10,14,4,8,7,15,6,2",19502
"19,21,17,14,17,19,22,29,7,22,19,10,18,4,19,9,20,24,21,12,8,5,11,15,21,15,20,27,22,12,28,26,9,12,28,29,19,16,7,24,4,21,4,10,2","10,4,21,4,24,7,16,19,29,28,12,9,26,28,12,22,27,20,15,21,15,11,5,8,12,21,24,20,9,19,4,18,10,19,22,7,29,22,19,17,14,17,21,19,2",19503
"8,12,25,7,24,18,15,21,12,9,17,23,16,20,16,12,22,5,6,5,26,20,28,18,17,18,10,4,7,8,13,24,27,28,15,8,21,20,17,29,6,17,24,20,5,2","5,20,24,17,6,29,17,20,21,8,15,28,27,24,13,8,7,4,10,18,17,18,28,20,26,5,6,5,22,12,16,20,16,23,17,9,12,21,15,18,24,7,25,12,8,2",19504
"4,19,23,15,7,24,24,14,4,25,22,24,16,24,23,6,23,25,12,20,2","20,12,25,23,6,23,24,16,24,22,25,4,14,24,24,7,15,23,19,4,2",19505
"7,17,9,7,20,4,25,13,4,14,7,11,14,16,8,11,17,10,5,4,11,29,11,11,2","11,11,29,11,4,5,10,17,11,8,16,14,11,7,14,4,13,25,4,20,7,9,17,7,2",19506
"17,24,23,15,17,9,2","9,17,15,23,24,17,2",19507
"16,4,21,10,6,27,6,6,22,10,5,12,15,28,27,9,23,12,23,20,2","20,23,12,23,9,27,28,15,12,5,10,22,6,6,27,6,10,21,4,16,2",19508
"11,24,26,28,21,2","21,28,26,24,11,2",19509
"23,23,18,25,9,12,9,25,23,27,16,24,17,10,2","10,17,24,16,27,23,25,9,12,9,25,18,23,23,2",19510
"27,8,8,27,2","27,8,8,27,2",19511
"16,19,13,13,6,2","6,13,13,19,16,2",19512
"25,7,21,5,14,9,18,13,24,2","24,13,18,9,14,5,21,7,25,2",19513
"21,7,13,21,15,4,7,7,25,7,20,4,18,21,23,12,6,25,21,11,20,2","20,11,21,25,6,12,23,21,18,4,20,7,25,7,7,4,15,21,13,7,21,2",19514
"28,19,16,10,4,29,2","29,4,10,16,19,28,2",19515
"15,18,29,29,22,21,17,21,19,14,4,13,26,10,11,9,27,17,14,17,8,2","8,17,14,17,27,9,11,10,26,13,4,14,19,21,17,21,22,29,29,18,15,2",19516
"14,17,19,19,20,23,18,5,29,25,13,7,19,18,28,25,11,4,28,19,4,22,15,12,5,18,24,14,7,14,21,19,4,11,11,28,28,29,22,5,29,10,26,27,28,5,18,24,20,16,2","16,20,24,18,5,28,27,26,10,29,5,22,29,28,28,11,11,4,19,21,14,7,14,24,18,5,12,15,22,4,19,28,4,11,25,28,18,19,7,13,25,29,5,18,23,20,19,19,17,14,2",19517
"11,15,16,28,27,23,4,28,10,22,5,19,14,16,14,20,22,9,4,24,13,11,17,15,17,28,29,2","29,28,17,15,17,11,13,24,4,9,22,20,14,16,14,19,5,22,10,28,4,23,27,28,16,15,11,2",19518
"19,17,16,10,9,23,25,4,23,27,23,6,24,14,26,23,8,22,26,10,2","10,26,22,8,23,26,14,24,6,23,27,23,4,25,23,9,10,16,17,19,2",19519
"27,17,14,7,23,21,23,9,8,28,2","28,8,9,23,21,23,7,14,17,27,2",19521
"19,24,23,26,26,12,11,27,12,25,25,11,5,28,24,5,26,6,12,5,6,27,9,22,25,2","25,22,9,27,6,5,12,6,26,5,24,28,5,11,25,25,12,27,11,12,26,26,23,24,19,2",19522
"17,7,4,27,18,24,24,29,5,5,26,16,27,18,25,29,13,19,4,17,23,24,29,2","29,24,23,17,4,19,13,29,25,18,27,16,26,5,5,29,24,24,18,27,4,7,17,2",19523
"7,28,27,12,5,12,4,25,23,13,18,28,15,2","15,28,18,13,23,25,4,12,5,12,27,28,7,2",19524
"11,4,17,20,8,4,14,17,15,11,4,7,2","7,4,11,15,17,14,4,8,20,17,4,11,2",19525
"28,18,6,10,29,19,10,5,23,12,26,7,19,25,27,25,7,26,8,13,4,14,16,13,28,25,14,19,11,18,21,2","21,18,11,19,14,25,28,13,16,14,4,13,8,26,7,25,27,25,19,7,26,12,23,5,10,19,29,10,6,18,28,2",19526
"15,5,14,8,11,8,22,28,14,19,6,27,10,29,26,17,22,7,11,13,27,22,4,17,19,17,26,25,29,14,9,19,16,10,7,20,19,4,2","4,19,20,7,10,16,19,9,14,29,25,26,17,19,17,4,22,27,13,11,7,22,17,26,29,10,27,6,19,14,28,22,8,11,8,14,5,15,2",19527
"17,24,5,14,16,24,9,16,20,27,15,5,20,5,15,26,9,15,18,12,6,4,13,10,23,7,5,26,2","26,5,7,23,10,13,4,6,12,18,15,9,26,15,5,20,5,15,27,20,16,9,24,16,14,5,24,17,2",19528
"22,16,18,13,22,28,7,22,8,13,10,27,26,13,10,14,29,20,7,6,6,4,19,4,27,7,25,27,8,7,4,13,21,9,12,20,10,11,7,29,18,8,8,21,4,16,2","16,4,21,8,8,18,29,7,11,10,20,12,9,21,13,4,7,8,27,25,7,27,4,19,4,6,6,7,20,29,14,10,13,26,27,10,13,8,22,7,28,22,13,18,16,22,2",19529
"16,17,11,7,18,9,28,19,13,24,2","24,13,19,28,9,18,7,11,17,16,2",19530
"4,8,16,6,14,24,2","24,14,6,16,8,4,2",19531
"9,7,4,5,23,13,11,28,16,17,4,22,10,18,4,16,8,5,27,28,19,4,20,17,4,5,21,22,24,27,12,22,20,7,6,2","6,7,20,22,12,27,24,22,21,5,4,17,20,4,19,28,27,5,8,16,4,18,10,22,4,17,16,28,11,13,23,5,4,7,9,2",19532
"15,25,12,27,7,28,25,8,22,4,19,12,23,24,13,25,21,26,18,25,28,20,5,10,6,10,19,8,16,9,11,25,7,8,6,4,21,28,12,27,12,27,23,22,16,7,18,7,19,21,2","21,19,7,18,7,16,22,23,27,12,27,12,28,21,4,6,8,7,25,11,9,16,8,19,10,6,10,5,20,28,25,18,26,21,25,13,24,23,12,19,4,22,8,25,28,7,27,12,25,15,2",19533
"21,10,26,29,17,10,25,24,19,6,8,28,4,20,14,24,12,15,23,18,13,25,18,28,18,22,9,6,8,17,7,5,5,28,25,2","25,28,5,5,7,17,8,6,9,22,18,28,18,25,13,18,23,15,12,24,14,20,4,28,8,6,19,24,25,10,17,29,26,10,21,2",19534
"21,19,22,25,9,14,6,16,5,24,27,27,28,19,7,2","7,19,28,27,27,24,5,16,6,14,9,25,22,19,21,2",19535
"20,9,6,4,18,11,26,19,17,5,14,16,18,27,19,11,25,20,26,23,6,29,6,22,27,12,13,16,26,7,13,23,9,13,8,11,22,24,28,6,16,16,24,5,22,9,12,21,2","21,12,9,22,5,24,16,16,6,28,24,22,11,8,13,9,23,13,7,26,16,13,12,27,22,6,29,6,23,26,20,25,11,19,27,18,16,14,5,17,19,26,11,18,4,6,9,20,2",19536
"26,4,4,20,16,26,29,21,8,9,5,7,13,21,5,27,26,27,4,18,10,13,22,22,22,7,2","7,22,22,22,13,10,18,4,27,26,27,5,21,13,7,5,9,8,21,29,26,16,20,4,4,26,2",19537
"14,26,6,5,4,17,13,17,9,13,25,16,24,27,19,20,7,17,12,11,18,29,9,10,21,23,29,7,17,7,8,2","8,7,17,7,29,23,21,10,9,29,18,11,12,17,7,20,19,27,24,16,25,13,9,17,13,17,4,5,6,26,14,2",19538
"4,6,24,23,25,11,20,18,2","18,20,11,25,23,24,6,4,2",19539
"7,9,21,21,29,25,20,6,2","6,20,25,29,21,21,9,7,2",19540
