source,target,uid
"23,19,9,7,12,2","23,19,9,7,12,2",17587
"16,24,7,25,15,9,11,14,28,21,2","16,24,7,25,15,9,11,14,28,21,2",17588
"13,13,19,25,25,16,5,8,6,16,12,26,14,22,10,27,10,5,22,12,17,26,29,9,28,18,9,9,27,5,9,9,18,8,7,23,23,12,22,4,11,2","13,13,19,25,25,16,5,8,6,16,12,26,14,22,10,27,10,5,22,12,17,26,29,9,28,18,9,9,27,5,9,9,18,8,7,23,23,12,22,4,11,2",17589
"7,23,9,18,21,2","7,23,9,18,21,2",17591
"23,16,13,5,22,9,26,18,10,6,17,21,4,9,10,20,23,17,14,21,15,20,21,16,6,23,23,29,7,18,9,2","23,16,13,5,22,9,26,18,10,6,17,21,4,9,10,20,23,17,14,21,15,20,21,16,6,23,23,29,7,18,9,2",17592
"27,16,25,29,13,22,26,15,5,16,12,12,4,26,14,19,24,18,22,7,15,26,8,25,2","27,16,25,29,13,22,26,15,5,16,12,12,4,26,14,19,24,18,22,7,15,26,8,25,2",17593
"22,13,6,9,18,24,20,8,27,8,4,28,28,13,5,24,6,19,6,14,19,12,18,4,14,6,12,11,9,24,16,22,10,2","22,13,6,9,18,24,20,8,27,8,4,28,28,13,5,24,6,19,6,14,19,12,18,4,14,6,12,11,9,24,16,22,10,2",17594
"28,8,28,26,25,21,7,5,22,10,9,4,18,23,9,2","28,8,28,26,25,21,7,5,22,10,9,4,18,23,9,2",17595
"16,28,14,2","16,28,14,2",17596
"23,23,18,15,13,16,15,23,18,18,20,24,25,26,23,16,17,15,22,23,9,27,11,11,6,9,17,16,22,22,25,28,11,13,24,11,15,11,19,2","23,23,18,15,13,16,15,23,18,18,20,24,25,26,23,16,17,15,22,23,9,27,11,11,6,9,17,16,22,22,25,28,11,13,24,11,15,11,19,2",17597
"14,26,23,27,13,22,20,16,7,24,13,2","14,26,23,27,13,22,20,16,7,24,13,2",17598
"17,18,26,7,27,27,18,11,2","17,18,26,7,27,27,18,11,2",17599
"24,11,29,29,24,13,26,23,20,20,25,8,4,19,16,21,5,23,21,20,2","24,11,29,29,24,13,26,23,20,20,25,8,4,19,16,21,5,23,21,20,2",17600
"24,16,27,5,28,8,15,13,16,2","24,16,27,5,28,8,15,13,16,2",17601
"19,7,14,28,14,11,19,4,11,12,18,11,9,14,29,16,26,12,19,26,25,25,22,23,18,20,23,12,23,21,24,4,15,17,5,2","19,7,14,28,14,11,19,4,11,12,18,11,9,14,29,16,26,12,19,26,25,25,22,23,18,20,23,12,23,21,24,4,15,17,5,2",17602
"13,24,5,4,15,23,8,2","13,24,5,4,15,23,8,2",17603
"23,25,16,26,28,22,7,13,4,4,27,10,19,23,25,11,10,8,8,19,25,28,23,20,23,25,11,4,18,17,11,16,16,29,21,19,21,28,10,21,27,5,20,2","23,25,16,26,28,22,7,13,4,4,27,10,19,23,25,11,10,8,8,19,25,28,23,20,23,25,11,4,18,17,11,16,16,29,21,19,21,28,10,21,27,5,20,2",17605
"9,4,6,22,29,5,20,7,20,6,4,14,28,23,22,19,11,13,2","9,4,6,22,29,5,20,7,20,6,4,14,28,23,22,19,11,13,2",17606
"7,14,25,15,20,23,21,28,18,9,17,8,23,29,19,19,8,11,10,11,20,17,29,23,2","7,14,25,15,20,23,21,28,18,9,17,8,23,29,19,19,8,11,10,11,20,17,29,23,2",17608
"18,28,17,2","18,28,17,2",17609
"12,13,18,11,25,13,18,22,4,11,20,16,24,8,4,19,15,17,7,8,8,27,24,11,10,29,24,7,18,4,25,28,14,22,26,13,2","12,13,18,11,25,13,18,22,4,11,20,16,24,8,4,19,15,17,7,8,8,27,24,11,10,29,24,7,18,4,25,28,14,22,26,13,2",17610
"27,4,14,26,21,9,5,6,29,14,13,18,11,17,26,22,21,28,24,13,26,29,23,28,14,12,15,20,26,5,28,5,20,28,4,6,5,21,20,8,6,22,18,17,8,8,13,22,2","27,4,14,26,21,9,5,6,29,14,13,18,11,17,26,22,21,28,24,13,26,29,23,28,14,12,15,20,26,5,28,5,20,28,4,6,5,21,20,8,6,22,18,17,8,8,13,22,2",17611
"9,10,25,10,23,24,8,9,21,10,2","9,10,25,10,23,24,8,9,21,10,2",17612
"25,6,6,10,21,16,28,17,8,11,10,5,24,16,23,14,5,4,22,10,11,5,21,22,2","25,6,6,10,21,16,28,17,8,11,10,5,24,16,23,14,5,4,22,10,11,5,21,22,2",17613
"10,16,29,20,16,6,20,8,5,16,21,11,29,17,7,25,7,21,22,25,26,20,12,7,14,6,8,19,15,23,8,28,2","10,16,29,20,16,6,20,8,5,16,21,11,29,17,7,25,7,21,22,25,26,20,12,7,14,6,8,19,15,23,8,28,2",17614
"23,25,13,7,6,6,7,21,24,17,27,6,14,11,5,25,17,14,14,10,16,21,13,15,13,24,9,19,10,14,12,19,25,14,18,7,2","23,25,13,7,6,6,7,21,24,17,27,6,14,11,5,25,17,14,14,10,16,21,13,15,13,24,9,19,10,14,12,19,25,14,18,7,2",17616
"6,27,29,27,8,2","6,27,29,27,8,2",17617
"28,4,15,15,13,27,21,19,26,26,4,18,7,17,16,5,29,10,28,17,8,19,19,27,2","28,4,15,15,13,27,21,19,26,26,4,18,7,17,16,5,29,10,28,17,8,19,19,27,2",17619
"10,16,15,13,13,26,25,23,6,18,14,24,21,21,16,5,14,25,12,4,27,4,11,7,5,9,22,8,5,7,20,26,21,22,6,11,20,25,4,10,25,22,12,17,2","10,16,15,13,13,26,25,23,6,18,14,24,21,21,16,5,14,25,12,4,27,4,11,7,5,9,22,8,5,7,20,26,21,22,6,11,20,25,4,10,25,22,12,17,2",17620
"8,17,8,21,10,5,22,19,18,5,5,6,10,6,7,29,26,27,21,8,29,10,13,24,4,7,17,18,12,28,24,25,12,24,5,20,25,10,17,21,2","8,17,8,21,10,5,22,19,18,5,5,6,10,6,7,29,26,27,21,8,29,10,13,24,4,7,17,18,12,28,24,25,12,24,5,20,25,10,17,21,2",17621
"14,11,12,16,5,21,6,24,15,4,15,19,24,23,26,25,24,15,29,22,9,27,14,11,23,8,17,26,17,4,23,6,29,4,11,17,23,2","14,11,12,16,5,21,6,24,15,4,15,19,24,23,26,25,24,15,29,22,9,27,14,11,23,8,17,26,17,4,23,6,29,4,11,17,23,2",17622
"13,12,4,24,27,19,23,17,8,17,26,18,2","13,12,4,24,27,19,23,17,8,17,26,18,2",17623
"5,25,16,28,8,22,18,16,22,19,17,11,29,22,27,27,19,10,17,17,10,28,19,9,12,27,17,27,5,7,24,28,26,21,13,27,23,18,10,17,9,9,16,29,25,2","5,25,16,28,8,22,18,16,22,19,17,11,29,22,27,27,19,10,17,17,10,28,19,9,12,27,17,27,5,7,24,28,26,21,13,27,23,18,10,17,9,9,16,29,25,2",17624
"4,20,17,24,8,27,15,14,22,15,12,10,22,20,26,8,9,18,17,22,5,21,25,13,23,23,27,25,14,17,26,10,6,17,4,15,29,12,21,9,9,7,12,14,18,25,2","4,20,17,24,8,27,15,14,22,15,12,10,22,20,26,8,9,18,17,22,5,21,25,13,23,23,27,25,14,17,26,10,6,17,4,15,29,12,21,9,9,7,12,14,18,25,2",17625
"5,11,22,26,16,21,9,10,20,8,13,7,16,24,16,8,15,2","5,11,22,26,16,21,9,10,20,8,13,7,16,24,16,8,15,2",17626
"28,13,17,14,5,21,11,29,14,28,24,20,24,28,6,26,24,6,22,19,14,14,16,27,18,8,26,4,6,20,5,28,16,14,22,10,27,22,8,17,15,28,7,11,11,27,2","28,13,17,14,5,21,11,29,14,28,24,20,24,28,6,26,24,6,22,19,14,14,16,27,18,8,26,4,6,20,5,28,16,14,22,10,27,22,8,17,15,28,7,11,11,27,2",17627
"6,14,7,20,2","6,14,7,20,2",17629
"4,25,21,27,18,29,27,15,22,19,22,20,14,15,8,7,18,23,22,19,18,19,21,18,2","4,25,21,27,18,29,27,15,22,19,22,20,14,15,8,7,18,23,22,19,18,19,21,18,2",17630
"20,27,20,9,16,11,23,11,25,22,20,28,21,17,24,10,21,11,10,6,23,17,21,10,29,13,7,12,25,28,17,24,20,9,14,15,20,12,29,26,10,15,29,2","20,27,20,9,16,11,23,11,25,22,20,28,21,17,24,10,21,11,10,6,23,17,21,10,29,13,7,12,25,28,17,24,20,9,14,15,20,12,29,26,10,15,29,2",17631
"17,19,16,15,14,8,23,21,26,28,10,17,27,28,21,29,24,16,28,2","17,19,16,15,14,8,23,21,26,28,10,17,27,28,21,29,24,16,28,2",17632
"27,18,20,8,13,14,4,23,4,26,14,14,16,12,13,13,26,6,19,29,25,14,8,18,17,8,14,29,18,11,5,17,15,4,2","27,18,20,8,13,14,4,23,4,26,14,14,16,12,13,13,26,6,19,29,25,14,8,18,17,8,14,29,18,11,5,17,15,4,2",17633
"13,14,4,18,4,22,7,6,8,25,28,6,8,25,16,26,13,5,11,4,22,21,5,23,8,9,16,2","13,14,4,18,4,22,7,6,8,25,28,6,8,25,16,26,13,5,11,4,22,21,5,23,8,9,16,2",17634
"6,25,6,16,11,2","6,25,6,16,11,2",17635
"20,16,21,7,17,20,29,13,20,9,27,6,29,18,9,19,10,5,19,11,8,10,15,5,8,8,18,28,11,15,19,10,26,6,6,17,13,23,13,9,20,9,20,4,20,27,19,17,27,2","20,16,21,7,17,20,29,13,20,9,27,6,29,18,9,19,10,5,19,11,8,10,15,5,8,8,18,28,11,15,19,10,26,6,6,17,13,23,13,9,20,9,20,4,20,27,19,17,27,2",17636
"25,15,14,12,19,17,18,19,26,22,29,9,14,14,26,9,2","25,15,14,12,19,17,18,19,26,22,29,9,14,14,26,9,2",17637
"20,22,12,14,6,9,20,13,17,24,18,8,7,27,21,14,5,17,27,29,24,28,4,2","20,22,12,14,6,9,20,13,17,24,18,8,7,27,21,14,5,17,27,29,24,28,4,2",17638
"14,24,11,19,4,14,11,4,2","14,24,11,19,4,14,11,4,2",17639
"29,23,25,19,13,16,28,14,24,20,21,21,19,10,5,24,16,2","29,23,25,19,13,16,28,14,24,20,21,21,19,10,5,24,16,2",17640
"17,10,28,9,5,14,12,4,15,26,7,26,12,19,22,22,27,23,2","17,10,28,9,5,14,12,4,15,26,7,26,12,19,22,22,27,23,2",17641
"6,20,20,26,17,24,19,25,22,27,24,18,6,28,23,4,11,12,27,5,7,13,18,14,29,18,20,16,17,6,19,23,14,4,19,17,12,8,28,2","6,20,20,26,17,24,19,25,22,27,24,18,6,28,23,4,11,12,27,5,7,13,18,14,29,18,20,16,17,6,19,23,14,4,19,17,12,8,28,2",17643
"7,4,25,29,6,12,10,13,29,29,26,23,4,9,29,23,9,5,5,11,28,11,13,7,26,7,22,9,29,25,16,15,13,16,5,14,14,9,7,27,19,17,21,6,18,26,22,2","7,4,25,29,6,12,10,13,29,29,26,23,4,9,29,23,9,5,5,11,28,11,13,7,26,7,22,9,29,25,16,15,13,16,5,14,14,9,7,27,19,17,21,6,18,26,22,2",17645
"15,27,9,7,10,8,6,12,7,13,15,2","15,27,9,7,10,8,6,12,7,13,15,2",17646
"23,12,4,8,29,10,7,21,7,26,9,21,28,11,22,4,25,16,28,9,13,6,2","23,12,4,8,29,10,7,21,7,26,9,21,28,11,22,4,25,16,28,9,13,6,2",17647
"17,8,5,16,21,5,26,19,12,5,19,20,21,5,13,9,25,4,8,14,17,7,20,9,16,20,11,28,4,5,26,4,7,11,9,5,15,22,14,2","17,8,5,16,21,5,26,19,12,5,19,20,21,5,13,9,25,4,8,14,17,7,20,9,16,20,11,28,4,5,26,4,7,11,9,5,15,22,14,2",17648
"21,29,29,2","21,29,29,2",17650
"21,17,6,21,25,9,20,20,15,25,16,5,23,25,13,19,18,23,17,25,19,16,21,13,7,29,8,13,7,2","21,17,6,21,25,9,20,20,15,25,16,5,23,25,13,19,18,23,17,25,19,16,21,13,7,29,8,13,7,2",17651
"6,24,8,10,29,4,22,24,16,4,17,20,19,7,18,11,9,29,6,24,11,22,14,16,2","6,24,8,10,29,4,22,24,16,4,17,20,19,7,18,11,9,29,6,24,11,22,14,16,2",17652
"19,18,18,10,10,19,12,4,7,8,20,22,12,11,25,20,12,4,2","19,18,18,10,10,19,12,4,7,8,20,22,12,11,25,20,12,4,2",17653
"29,23,28,13,16,16,6,25,14,23,16,28,15,4,11,26,5,11,10,5,11,12,5,23,27,5,24,17,18,15,12,23,10,21,19,4,9,5,2","29,23,28,13,16,16,6,25,14,23,16,28,15,4,11,26,5,11,10,5,11,12,5,23,27,5,24,17,18,15,12,23,10,21,19,4,9,5,2",17654
"8,23,11,20,12,2","8,23,11,20,12,2",17655
"20,16,13,14,12,16,15,25,18,24,26,11,10,29,24,28,7,18,19,24,10,22,9,19,6,22,21,9,21,10,21,4,24,2","20,16,13,14,12,16,15,25,18,24,26,11,10,29,24,28,7,18,19,24,10,22,9,19,6,22,21,9,21,10,21,4,24,2",17656
"8,21,10,26,22,6,16,4,29,8,28,21,5,6,13,18,8,11,26,2","8,21,10,26,22,6,16,4,29,8,28,21,5,6,13,18,8,11,26,2",17657
"28,22,23,23,4,9,15,5,17,2","28,22,23,23,4,9,15,5,17,2",17658
"19,22,8,21,26,6,18,20,6,17,6,9,20,4,28,22,6,17,14,13,10,6,22,4,24,24,9,17,12,5,9,5,17,7,21,24,5,16,26,24,4,4,16,15,24,5,27,10,24,2","19,22,8,21,26,6,18,20,6,17,6,9,20,4,28,22,6,17,14,13,10,6,22,4,24,24,9,17,12,5,9,5,17,7,21,24,5,16,26,24,4,4,16,15,24,5,27,10,24,2",17659
"16,15,24,17,4,25,24,15,8,7,6,22,26,24,5,5,6,15,29,27,5,15,27,15,17,15,14,16,18,24,24,29,10,29,19,2","16,15,24,17,4,25,24,15,8,7,6,22,26,24,5,5,6,15,29,27,5,15,27,15,17,15,14,16,18,24,24,29,10,29,19,2",17660
"20,15,21,5,6,7,12,18,24,16,7,18,28,22,23,13,24,23,28,24,29,6,21,17,10,18,4,9,19,19,21,13,6,17,21,28,2","20,15,21,5,6,7,12,18,24,16,7,18,28,22,23,13,24,23,28,24,29,6,21,17,10,18,4,9,19,19,21,13,6,17,21,28,2",17662
"12,18,13,23,7,11,17,27,14,10,23,12,20,21,21,6,25,10,26,28,29,2","12,18,13,23,7,11,17,27,14,10,23,12,20,21,21,6,25,10,26,28,29,2",17663
"20,17,21,16,23,20,6,10,28,12,21,27,27,21,26,25,5,28,23,7,29,29,18,16,6,27,13,24,17,28,26,22,6,10,6,13,15,13,4,6,14,11,4,13,22,24,14,5,18,2","20,17,21,16,23,20,6,10,28,12,21,27,27,21,26,25,5,28,23,7,29,29,18,16,6,27,13,24,17,28,26,22,6,10,6,13,15,13,4,6,14,11,4,13,22,24,14,5,18,2",17665
"11,9,18,7,17,23,19,29,24,17,25,8,13,24,22,18,6,6,17,10,7,14,4,12,22,24,7,24,21,25,29,26,29,24,28,16,16,17,24,16,7,14,13,13,2","11,9,18,7,17,23,19,29,24,17,25,8,13,24,22,18,6,6,17,10,7,14,4,12,22,24,7,24,21,25,29,26,29,24,28,16,16,17,24,16,7,14,13,13,2",17666
"14,26,29,19,8,11,9,11,13,12,20,6,23,5,20,28,25,29,19,4,14,6,26,15,8,12,10,16,22,24,2","14,26,29,19,8,11,9,11,13,12,20,6,23,5,20,28,25,29,19,4,14,6,26,15,8,12,10,16,22,24,2",17667
"10,4,15,10,16,24,9,19,16,12,5,5,7,5,25,9,19,6,24,8,21,17,4,4,17,27,15,16,23,5,8,13,13,10,10,7,29,4,12,15,28,15,15,17,18,2","10,4,15,10,16,24,9,19,16,12,5,5,7,5,25,9,19,6,24,8,21,17,4,4,17,27,15,16,23,5,8,13,13,10,10,7,29,4,12,15,28,15,15,17,18,2",17668
"27,8,15,9,18,21,11,16,8,14,6,18,20,17,29,12,6,5,15,10,4,28,24,11,20,25,22,21,6,29,25,13,22,10,14,8,22,21,25,29,9,2","27,8,15,9,18,21,11,16,8,14,6,18,20,17,29,12,6,5,15,10,4,28,24,11,20,25,22,21,6,29,25,13,22,10,14,8,22,21,25,29,9,2",17669
"11,8,7,11,17,7,5,13,16,16,9,21,9,28,5,13,25,15,15,4,19,18,29,20,24,7,4,23,15,10,24,16,8,24,22,27,13,25,17,29,27,23,25,24,19,2","11,8,7,11,17,7,5,13,16,16,9,21,9,28,5,13,25,15,15,4,19,18,29,20,24,7,4,23,15,10,24,16,8,24,22,27,13,25,17,29,27,23,25,24,19,2",17670
"23,20,26,21,25,16,7,22,27,13,16,11,9,11,11,2","23,20,26,21,25,16,7,22,27,13,16,11,9,11,11,2",17671
"22,29,14,8,9,20,26,6,23,18,9,17,15,8,27,5,15,22,13,23,22,11,6,20,14,27,18,11,28,26,27,17,11,18,19,23,26,26,12,8,15,12,13,23,2","22,29,14,8,9,20,26,6,23,18,9,17,15,8,27,5,15,22,13,23,22,11,6,20,14,27,18,11,28,26,27,17,11,18,19,23,26,26,12,8,15,12,13,23,2",17672
"26,17,9,9,22,4,17,9,17,16,25,7,29,10,6,25,4,25,2","26,17,9,9,22,4,17,9,17,16,25,7,29,10,6,25,4,25,2",17673
"12,7,15,27,11,19,7,23,18,26,16,9,16,29,12,8,22,10,18,21,22,23,9,25,4,26,21,22,5,10,19,27,8,7,2","12,7,15,27,11,19,7,23,18,26,16,9,16,29,12,8,22,10,18,21,22,23,9,25,4,26,21,22,5,10,19,27,8,7,2",17674
"6,14,18,22,16,2","6,14,18,22,16,2",17675
"12,29,7,17,15,29,23,13,25,21,8,20,7,11,22,28,21,21,28,15,12,28,5,18,19,13,9,19,17,27,21,13,2","12,29,7,17,15,29,23,13,25,21,8,20,7,11,22,28,21,21,28,15,12,28,5,18,19,13,9,19,17,27,21,13,2",17676
"6,18,17,15,7,14,13,23,12,11,12,12,12,6,28,2","6,18,17,15,7,14,13,23,12,11,12,12,12,6,28,2",17677
"18,16,21,27,8,20,9,7,7,21,21,7,25,23,27,11,25,8,9,23,24,17,8,2","18,16,21,27,8,20,9,7,7,21,21,7,25,23,27,11,25,8,9,23,24,17,8,2",17678
"23,26,5,21,21,17,9,16,22,14,27,27,24,15,2","23,26,5,21,21,17,9,16,22,14,27,27,24,15,2",17679
"11,22,17,7,27,5,4,28,19,8,4,4,2","11,22,17,7,27,5,4,28,19,8,4,4,2",17680
"18,18,4,11,22,4,13,11,27,17,13,15,24,24,19,12,4,17,18,20,21,5,15,20,20,25,16,5,15,9,8,8,9,13,22,14,2","18,18,4,11,22,4,13,11,27,17,13,15,24,24,19,12,4,17,18,20,21,5,15,20,20,25,16,5,15,9,8,8,9,13,22,14,2",17681
"21,12,23,21,19,13,26,9,16,26,9,17,6,18,19,8,17,22,22,24,16,12,16,4,22,21,26,6,18,18,12,22,4,25,13,27,24,17,23,13,18,12,8,2","21,12,23,21,19,13,26,9,16,26,9,17,6,18,19,8,17,22,22,24,16,12,16,4,22,21,26,6,18,18,12,22,4,25,13,27,24,17,23,13,18,12,8,2",17682
"4,11,9,19,23,24,16,15,12,5,26,13,15,27,4,26,14,22,21,13,22,8,11,11,19,11,20,29,22,10,6,2","4,11,9,19,23,24,16,15,12,5,26,13,15,27,4,26,14,22,21,13,22,8,11,11,19,11,20,29,22,10,6,2",17684
"27,27,20,8,11,17,15,6,19,5,23,29,9,4,19,23,24,27,23,18,19,21,11,4,5,9,24,18,20,22,15,26,10,22,20,7,28,26,8,7,17,18,29,20,28,17,18,25,2","27,27,20,8,11,17,15,6,19,5,23,29,9,4,19,23,24,27,23,18,19,21,11,4,5,9,24,18,20,22,15,26,10,22,20,7,28,26,8,7,17,18,29,20,28,17,18,25,2",17685
"4,29,29,26,16,20,6,19,27,23,26,29,27,20,11,2","4,29,29,26,16,20,6,19,27,23,26,29,27,20,11,2",17686
"8,26,25,20,16,24,23,19,20,10,25,9,12,17,10,25,11,10,29,28,14,2","8,26,25,20,16,24,23,19,20,10,25,9,12,17,10,25,11,10,29,28,14,2",17687
"24,11,8,29,7,25,2","24,11,8,29,7,25,2",17689
"28,5,5,15,6,26,5,27,13,29,18,25,21,11,26,2","28,5,5,15,6,26,5,27,13,29,18,25,21,11,26,2",17690
"17,15,20,22,24,28,12,9,17,27,12,13,14,27,28,23,17,6,2","17,15,20,22,24,28,12,9,17,27,12,13,14,27,28,23,17,6,2",17691
"25,6,16,12,5,7,26,6,18,18,17,6,17,7,5,15,7,4,4,12,4,13,29,18,18,27,4,27,24,14,7,8,22,20,19,26,15,15,21,26,16,29,14,22,22,16,10,17,2","25,6,16,12,5,7,26,6,18,18,17,6,17,7,5,15,7,4,4,12,4,13,29,18,18,27,4,27,24,14,7,8,22,20,19,26,15,15,21,26,16,29,14,22,22,16,10,17,2",17692
"10,26,21,11,15,5,19,28,21,16,21,21,14,15,4,22,9,5,15,29,4,4,19,29,8,7,8,25,22,5,6,17,18,27,10,29,19,23,16,2","10,26,21,11,15,5,19,28,21,16,21,21,14,15,4,22,9,5,15,29,4,4,19,29,8,7,8,25,22,5,6,17,18,27,10,29,19,23,16,2",17695
"19,10,24,25,10,24,28,22,11,21,25,29,19,20,25,25,25,13,21,18,5,6,16,16,29,8,17,26,22,2","19,10,24,25,10,24,28,22,11,21,25,29,19,20,25,25,25,13,21,18,5,6,16,16,29,8,17,26,22,2",17696
"29,29,27,18,29,24,15,5,26,28,26,17,6,5,12,2","29,29,27,18,29,24,15,5,26,28,26,17,6,5,12,2",17697
"7,4,14,25,17,29,5,22,21,17,25,11,25,20,7,11,14,11,9,13,14,4,20,29,18,4,12,25,9,7,12,29,7,24,7,20,16,7,18,5,22,7,10,24,6,2","7,4,14,25,17,29,5,22,21,17,25,11,25,20,7,11,14,11,9,13,14,4,20,29,18,4,12,25,9,7,12,29,7,24,7,20,16,7,18,5,22,7,10,24,6,2",17698
"19,16,26,23,15,7,16,24,6,6,12,19,12,20,25,21,7,6,6,21,27,15,4,18,8,8,17,23,23,12,5,16,8,8,27,23,10,7,21,6,5,29,10,7,17,19,19,15,20,10,2","19,16,26,23,15,7,16,24,6,6,12,19,12,20,25,21,7,6,6,21,27,15,4,18,8,8,17,23,23,12,5,16,8,8,27,23,10,7,21,6,5,29,10,7,17,19,19,15,20,10,2",17699
"6,11,4,10,14,8,29,6,11,5,27,29,25,14,17,2","6,11,4,10,14,8,29,6,11,5,27,29,25,14,17,2",17700
"16,8,23,24,14,21,6,7,25,7,25,8,5,14,16,14,21,15,15,22,20,27,5,18,6,5,5,12,6,5,21,11,10,19,15,25,14,12,8,29,2","16,8,23,24,14,21,6,7,25,7,25,8,5,14,16,14,21,15,15,22,20,27,5,18,6,5,5,12,6,5,21,11,10,19,15,25,14,12,8,29,2",17701
"25,4,6,25,21,8,4,12,9,16,25,12,24,23,23,26,20,9,20,23,28,7,4,29,23,24,7,15,4,22,17,7,16,4,20,8,5,18,13,10,7,12,2","25,4,6,25,21,8,4,12,9,16,25,12,24,23,23,26,20,9,20,23,28,7,4,29,23,24,7,15,4,22,17,7,16,4,20,8,5,18,13,10,7,12,2",17702
"27,9,17,7,9,27,24,15,29,8,15,13,29,10,24,26,5,24,26,27,14,15,10,9,16,6,2","27,9,17,7,9,27,24,15,29,8,15,13,29,10,24,26,5,24,26,27,14,15,10,9,16,6,2",17703
"15,20,17,8,13,22,5,16,13,29,27,15,7,14,15,25,20,11,2","15,20,17,8,13,22,5,16,13,29,27,15,7,14,15,25,20,11,2",17704
"10,6,25,7,28,10,6,23,24,21,26,8,10,27,27,18,25,20,7,27,18,20,9,29,7,5,7,23,24,11,29,20,19,22,23,23,14,23,19,9,27,2","10,6,25,7,28,10,6,23,24,21,26,8,10,27,27,18,25,20,7,27,18,20,9,29,7,5,7,23,24,11,29,20,19,22,23,23,14,23,19,9,27,2",17706
"10,6,7,23,9,17,25,4,15,20,22,6,5,12,22,25,23,15,19,6,23,12,29,17,26,29,29,18,11,5,10,19,22,10,15,9,24,5,2","10,6,7,23,9,17,25,4,15,20,22,6,5,12,22,25,23,15,19,6,23,12,29,17,26,29,29,18,11,5,10,19,22,10,15,9,24,5,2",17708
"20,27,22,28,24,10,22,24,4,26,17,25,16,20,24,2","20,27,22,28,24,10,22,24,4,26,17,25,16,20,24,2",17709
"5,29,27,18,8,16,16,29,5,11,24,5,10,9,11,27,16,17,6,18,14,8,7,4,23,5,6,29,24,5,13,15,6,8,20,14,10,19,14,19,13,8,12,6,2","5,29,27,18,8,16,16,29,5,11,24,5,10,9,11,27,16,17,6,18,14,8,7,4,23,5,6,29,24,5,13,15,6,8,20,14,10,19,14,19,13,8,12,6,2",17710
"8,18,5,11,19,24,29,9,7,11,7,14,13,19,22,13,26,24,28,5,12,12,5,29,4,13,28,5,12,19,7,20,25,21,19,4,10,12,12,7,16,21,22,24,7,2","8,18,5,11,19,24,29,9,7,11,7,14,13,19,22,13,26,24,28,5,12,12,5,29,4,13,28,5,12,19,7,20,25,21,19,4,10,12,12,7,16,21,22,24,7,2",17711
"22,19,20,13,10,11,14,25,7,17,28,22,20,5,9,19,2","22,19,20,13,10,11,14,25,7,17,28,22,20,5,9,19,2",17712
"19,13,21,8,17,26,15,27,25,7,25,29,10,10,10,6,28,5,9,5,23,14,10,6,8,6,27,15,19,5,28,20,8,18,5,29,4,6,21,11,9,22,19,24,2","19,13,21,8,17,26,15,27,25,7,25,29,10,10,10,6,28,5,9,5,23,14,10,6,8,6,27,15,19,5,28,20,8,18,5,29,4,6,21,11,9,22,19,24,2",17713
"23,26,4,2","23,26,4,2",17715
"25,18,16,8,10,20,25,18,8,24,23,4,16,12,22,24,7,6,23,7,15,7,24,7,4,27,20,28,6,17,6,25,27,26,22,5,8,21,8,16,27,8,18,21,21,2","25,18,16,8,10,20,25,18,8,24,23,4,16,12,22,24,7,6,23,7,15,7,24,7,4,27,20,28,6,17,6,25,27,26,22,5,8,21,8,16,27,8,18,21,21,2",17716
"22,16,29,20,23,28,27,10,21,22,29,18,21,16,2","22,16,29,20,23,28,27,10,21,22,29,18,21,16,2",17717
"6,13,29,28,26,10,23,8,26,22,15,24,26,4,13,6,7,29,17,21,27,10,8,26,10,21,8,15,11,13,14,28,13,25,17,12,28,29,15,28,19,4,16,7,2","6,13,29,28,26,10,23,8,26,22,15,24,26,4,13,6,7,29,17,21,27,10,8,26,10,21,8,15,11,13,14,28,13,25,17,12,28,29,15,28,19,4,16,7,2",17718
"20,19,19,25,6,26,17,18,15,24,29,12,28,12,8,14,13,4,16,15,28,2","20,19,19,25,6,26,17,18,15,24,29,12,28,12,8,14,13,4,16,15,28,2",17720
"6,27,22,13,2","6,27,22,13,2",17721
"16,17,7,20,25,24,7,25,12,26,2","16,17,7,20,25,24,7,25,12,26,2",17722
"21,26,12,10,22,12,26,6,19,10,27,9,14,18,26,16,6,19,14,28,9,8,26,28,19,12,11,17,4,25,8,9,9,2","21,26,12,10,22,12,26,6,19,10,27,9,14,18,26,16,6,19,14,28,9,8,26,28,19,12,11,17,4,25,8,9,9,2",17723
"16,13,7,8,29,7,24,10,13,23,9,11,27,27,27,17,29,15,4,13,9,14,2","16,13,7,8,29,7,24,10,13,23,9,11,27,27,27,17,29,15,4,13,9,14,2",17724
"16,6,8,21,15,11,25,17,13,27,22,11,22,23,18,11,19,8,12,24,17,18,21,27,15,25,17,15,6,13,26,2","16,6,8,21,15,11,25,17,13,27,22,11,22,23,18,11,19,8,12,24,17,18,21,27,15,25,17,15,6,13,26,2",17725
"14,26,8,29,25,23,2","14,26,8,29,25,23,2",17726
"12,22,16,16,25,26,25,25,27,7,14,4,24,18,16,7,22,17,24,6,7,6,12,8,9,27,14,29,25,4,6,5,20,4,24,8,6,17,19,12,2","12,22,16,16,25,26,25,25,27,7,14,4,24,18,16,7,22,17,24,6,7,6,12,8,9,27,14,29,25,4,6,5,20,4,24,8,6,17,19,12,2",17727
